chave_acesso,fiscal_doc_no,series_no,location_id,chave_aux,status,data_consulta,protocolo,checkbox,codigo,numero_documento,chave_consulta,tipo_documento,data_processamento,icone1,icone2,icone3,icone4,icone5,valor_total,valor_oculto,data_emissao,id_interno,nome_empresa,oculto,observacao,status_limpo,observacao_completa,cor_status,checkbox_value
47508411160439,23846,110,100,NF070,Rejeitado,21/10/2025 17:33:20,0,,110,000023846,47508411160439,DPEC/EPEC,09/10/2025 07:35:00,,,,,,"R$ 13,31",,13/10/2025 13:26:50,12061041,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696346
47508411160439,23850,110,100,NF071,Rejeitado,21/10/2025 17:33:20,0,,110,000023850,47508411160439,DPEC/EPEC,09/10/2025 07:35:03,,,,,,"R$ 34,38",,13/10/2025 13:26:52,12061044,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696349
47508411160439,23855,110,100,NF072,Rejeitado,21/10/2025 17:33:20,0,,110,000023855,47508411160439,DPEC/EPEC,09/10/2025 07:35:08,,,,,,"R$ 25,72",,13/10/2025 13:26:50,12061093,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696345
47508411160439,23862,110,100,NF073,Rejeitado,21/10/2025 17:33:20,0,,110,000023862,47508411160439,DPEC/EPEC,09/10/2025 07:35:16,,,,,,"R$ 1,86",,13/10/2025 13:26:43,12061104,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696309
47508411160439,23861,110,100,NF074,Rejeitado,21/10/2025 17:33:20,0,,110,000023861,47508411160439,DPEC/EPEC,09/10/2025 07:35:16,,,,,,"R$ 209,51",,13/10/2025 12:08:57,12061105,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691991
47508411160439,23865,110,100,NF075,Rejeitado,21/10/2025 17:33:20,0,,110,000023865,47508411160439,DPEC/EPEC,09/10/2025 07:35:17,,,,,,"R$ 2,60",,13/10/2025 13:26:38,12061107,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696279
47508411160439,23875,110,100,NF076,Rejeitado,21/10/2025 17:33:20,0,,110,000023875,47508411160439,DPEC/EPEC,09/10/2025 07:35:26,,,,,,"R$ 2,73",,13/10/2025 12:06:46,12061127,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691747
47508411160439,23882,110,100,NF077,Rejeitado,21/10/2025 17:33:20,0,,110,000023882,47508411160439,DPEC/EPEC,09/10/2025 07:35:35,,,,,,"R$ 2,20",,13/10/2025 12:08:18,12061160,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691919
47508411160439,23888,110,100,NF078,Rejeitado,21/10/2025 17:33:20,0,,110,000023888,47508411160439,DPEC/EPEC,09/10/2025 07:35:41,,,,,,"R$ 338,01",,13/10/2025 12:07:48,12061228,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691864
47508411160439,23891,110,100,NF079,Rejeitado,21/10/2025 17:33:20,0,,110,000023891,47508411160439,DPEC/EPEC,09/10/2025 07:35:43,,,,,,"R$ 9,32",,13/10/2025 12:07:46,12061233,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691860
47508411160439,23897,110,100,NF080,Rejeitado,21/10/2025 17:33:20,0,,110,000023897,47508411160439,DPEC/EPEC,09/10/2025 07:35:51,,,,,,"R$ 41,67",,13/10/2025 12:07:48,12061247,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691863
47508411160439,23904,110,100,NF081,Rejeitado,21/10/2025 17:33:20,0,,110,000023904,47508411160439,DPEC/EPEC,09/10/2025 07:35:55,,,,,,"R$ 1,86",,13/10/2025 12:06:31,12061292,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691717
47508411160439,23911,110,100,NF082,Rejeitado,21/10/2025 17:33:20,0,,110,000023911,47508411160439,DPEC/EPEC,09/10/2025 07:36:00,,,,,,"R$ 6,48",,13/10/2025 12:07:54,12061301,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691875
47508411160439,23925,110,100,NF083,Rejeitado,21/10/2025 17:33:20,0,,110,000023925,47508411160439,DPEC/EPEC,09/10/2025 07:36:16,,,,,,"R$ 119,57",,13/10/2025 12:07:58,12061317,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691882
47508411160439,23929,110,100,NF084,Rejeitado,21/10/2025 17:33:20,0,,110,000023929,47508411160439,DPEC/EPEC,09/10/2025 07:36:27,,,,,,"R$ 18,78",,13/10/2025 12:08:47,12061327,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691972
47508411160439,23914,110,100,NF085,Rejeitado,21/10/2025 17:33:20,0,,110,000023914,47508411160439,DPEC/EPEC,09/10/2025 07:36:04,,,,,,"R$ 1,86",,13/10/2025 13:26:34,12061337,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696268
47508411160439,23917,110,100,NF086,Rejeitado,21/10/2025 17:33:20,0,,110,000023917,47508411160439,DPEC/EPEC,09/10/2025 07:36:10,,,,,,"R$ 45,68",,13/10/2025 12:07:58,12061373,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691883
47508411160439,23922,110,100,NF087,Rejeitado,21/10/2025 17:33:20,0,,110,000023922,47508411160439,DPEC/EPEC,09/10/2025 07:36:12,,,,,,"R$ 27,02",,13/10/2025 12:07:44,12061377,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691858
47508411160439,23924,110,100,NF088,Rejeitado,21/10/2025 17:33:20,0,,110,000023924,47508411160439,DPEC/EPEC,09/10/2025 07:36:15,,,,,,"R$ 9,24",,13/10/2025 12:07:58,12061382,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691884
47508411160439,23930,110,100,NF089,Rejeitado,21/10/2025 17:33:20,0,,110,000023930,47508411160439,DPEC/EPEC,09/10/2025 07:36:30,,,,,,"R$ 44,11",,13/10/2025 12:07:54,12061457,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691873
47508411160439,23979,110,100,NF090,Rejeitado,21/10/2025 17:33:20,0,,110,000023979,47508411160439,DPEC/EPEC,09/10/2025 07:44:09,,,,,,"R$ 77,66",,13/10/2025 12:08:02,12063324,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691890
47508411160439,23986,110,100,NF091,Rejeitado,21/10/2025 17:33:20,0,,110,000023986,47508411160439,DPEC/EPEC,09/10/2025 07:44:16,,,,,,"R$ 142,65",,13/10/2025 12:08:57,12063340,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691992
47508411160439,23993,110,100,NF092,Rejeitado,21/10/2025 17:33:20,0,,110,000023993,47508411160439,DPEC/EPEC,09/10/2025 07:44:32,,,,,,"R$ 52,11",,13/10/2025 12:09:05,12063412,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104692008
47508411160439,23989,110,100,NF093,Rejeitado,21/10/2025 17:33:20,0,,110,000023989,47508411160439,DPEC/EPEC,09/10/2025 07:44:17,,,,,,"R$ 1,89",,13/10/2025 12:08:02,12063370,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691889
47508411160439,23990,110,100,NF094,Rejeitado,21/10/2025 17:33:20,0,,110,000023990,47508411160439,DPEC/EPEC,09/10/2025 07:44:20,,,,,,"R$ 22,47",,13/10/2025 12:08:02,12063371,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691891
47508411160439,23995,110,100,NF095,Rejeitado,21/10/2025 17:33:20,0,,110,000023995,47508411160439,DPEC/EPEC,09/10/2025 07:44:32,,,,,,"R$ 17,73",,13/10/2025 13:27:08,12063442,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696476
47508411160439,23997,110,100,NF096,Rejeitado,21/10/2025 17:33:20,0,,110,000023997,47508411160439,DPEC/EPEC,09/10/2025 07:44:38,,,,,,"R$ 35,61",,13/10/2025 12:06:24,12063453,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691706
47508411160439,23999,110,100,NF097,Rejeitado,21/10/2025 17:33:20,0,,110,000023999,47508411160439,DPEC/EPEC,09/10/2025 07:44:45,,,,,,"R$ 12,94",,13/10/2025 12:06:33,12063491,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691720
47508411160439,24005,110,100,NF098,Rejeitado,21/10/2025 17:33:20,0,,110,000024005,47508411160439,DPEC/EPEC,09/10/2025 07:45:08,,,,,,"R$ 32,87",,13/10/2025 12:07:24,12063606,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104691821
47508411160439,24052,110,100,NF099,Rejeitado,21/10/2025 17:33:20,0,,110,000024052,47508411160439,DPEC/EPEC,09/10/2025 08:09:03,,,,,,"R$ 32,13",,13/10/2025 13:26:27,12068677,CIA BRASILEIRA DE DISTRIBUICAO,,Rejeicao: Data de Emissao muito atrasada,Rejeitado ,Rejeicao: Data de Emissao muito atrasada,VERMELHO-REJEITADO,104696212
